[MISSING] PUT /api/admin/products/bulk/price | PUT | 404 | 899ms
[MISSING] PUT /api/admin/products/bulk/price/by-category | PUT | 404 | 1035ms
[MISSING] DELETE /api/admin/products | DELETE | 404 | 919ms
[MISSING] DELETE /api/admin/products/test | DELETE | 404 | 930ms
[MISSING] PUT /api/admin/products/bulk/restore | PUT | 404 | 862ms
[MISSING] POST /api/admin/products/upload-image | POST | 404 | 914ms
[MISSING] PUT /api/admin/products/stock | PUT | 404 | 903ms
[MISSING] DELETE /api/admin/products/bulk/activate | DELETE | 404 | 1028ms
[MISSING] PUT /api/admin/products/export | PUT | 404 | 971ms
[MISSING] DELETE /api/admin/products/bulk | DELETE | 404 | 910ms
[MISSING] DELETE /api/admin/products/bulk/price | DELETE | 404 | 901ms
[MISSING] DELETE /api/admin/products/bulk/price/by-category | DELETE | 404 | 1143ms
[MISSING] DELETE /api/admin/products/bulk/restore | DELETE | 404 | 979ms
[MISSING] DELETE /api/admin/products/stock | DELETE | 404 | 1122ms
[MISSING] PUT /api/admin/products/upload-image | PUT | 404 | 1288ms
[MISSING] DELETE /api/admin/products/export | DELETE | 404 | 1143ms
[MISSING] POST /api/admin/promotions | POST | 404 | 1055ms
[MISSING] POST /api/admin/refunds | POST | 404 | 900ms
[MISSING] DELETE /api/admin/products/upload-image | DELETE | 404 | 953ms
[MISSING] POST /api/admin/reports | POST | 404 | 1060ms
[MISSING] POST /api/admin/report | POST | 404 | 1001ms
[MISSING] POST /api/admin/reviews-moderate | POST | 404 | 933ms
[MISSING] POST /api/admin/run-auto-heal | POST | 404 | 870ms
[MISSING] PUT /api/admin/refunds | PUT | 404 | 923ms
[MISSING] PUT /api/admin/promotions | PUT | 404 | 1081ms
[MISSING] POST /api/admin/run-health-check | POST | 404 | 1047ms
[MISSING] POST /api/admin/sales | POST | 404 | 1001ms
[MISSING] POST /api/admin/save-browsed-product | POST | 404 | 1012ms
[MISSING] PUT /api/admin/reports | PUT | 404 | 953ms
[MISSING] PUT /api/admin/report | PUT | 404 | 926ms
[MISSING] PUT /api/admin/reviews-moderate | PUT | 404 | 894ms
[MISSING] PUT /api/admin/run-auto-heal | PUT | 404 | 969ms
[MISSING] DELETE /api/admin/refunds | DELETE | 404 | 923ms
[MISSING] DELETE /api/admin/promotions | DELETE | 404 | 927ms
[MISSING] PUT /api/admin/run-health-check | PUT | 404 | 939ms
[MISSING] PUT /api/admin/sales | PUT | 404 | 927ms
[MISSING] POST /api/admin/scrape | POST | 404 | 982ms
[MISSING] PUT /api/admin/save-browsed-product | PUT | 404 | 897ms
[MISSING] DELETE /api/admin/reports | DELETE | 404 | 892ms
[MISSING] DELETE /api/admin/reviews-moderate | DELETE | 404 | 882ms
[MISSING] DELETE /api/admin/report | DELETE | 404 | 951ms
[MISSING] DELETE /api/admin/run-auto-heal | DELETE | 404 | 909ms
[MISSING] DELETE /api/admin/run-health-check | DELETE | 404 | 872ms
[MISSING] DELETE /api/admin/sales | DELETE | 404 | 907ms
[MISSING] PUT /api/admin/scrape | PUT | 404 | 909ms
[MISSING] DELETE /api/admin/save-browsed-product | DELETE | 404 | 886ms
[MISSING] POST /api/admin/segments | POST | 404 | 977ms
[MISSING] POST /api/admin/sentiment | POST | 404 | 882ms
[MISSING] DELETE /api/admin/scrape | DELETE | 404 | 891ms
[MISSING] POST /api/admin/seo/generate | POST | 404 | 874ms
[MISSING] POST /api/admin/seo | POST | 404 | 899ms
[MISSING] POST /api/admin/shipping | POST | 404 | 854ms
[MISSING] PUT /api/admin/segments | PUT | 404 | 896ms
[MISSING] PUT /api/admin/sentiment | PUT | 404 | 869ms
[MISSING] POST /api/admin/settings | POST | 404 | 862ms
[MISSING] POST /api/admin/system-health | POST | 404 | 874ms
[MISSING] POST /api/admin/system-logs | POST | 404 | 915ms
[MISSING] POST /api/admin/system-stats | POST | 404 | 934ms
[MISSING] PUT /api/admin/seo/generate | PUT | 404 | 934ms
[MISSING] PUT /api/admin/seo | PUT | 404 | 898ms
[MISSING] PUT /api/admin/shipping | PUT | 404 | 933ms
[MISSING] DELETE /api/admin/segments | DELETE | 404 | 936ms
[MISSING] DELETE /api/admin/sentiment | DELETE | 404 | 938ms
[MISSING] PUT /api/admin/settings | PUT | 404 | 948ms
[MISSING] PUT /api/admin/system-health | PUT | 404 | 963ms
[MISSING] PUT /api/admin/system-logs | PUT | 404 | 865ms
[MISSING] POST /api/admin/telegram-config | POST | 404 | 865ms
[MISSING] PUT /api/admin/system-stats | PUT | 404 | 855ms
[MISSING] DELETE /api/admin/seo/generate | DELETE | 404 | 873ms
[MISSING] DELETE /api/admin/seo | DELETE | 404 | 883ms
[MISSING] DELETE /api/admin/shipping | DELETE | 404 | 973ms
[MISSING] DELETE /api/admin/settings | DELETE | 404 | 947ms
[MISSING] DELETE /api/admin/system-health | DELETE | 404 | 920ms
[MISSING] DELETE /api/admin/system-logs | DELETE | 404 | 978ms
[MISSING] PUT /api/admin/telegram-config | PUT | 404 | 907ms
[MISSING] DELETE /api/admin/system-stats | DELETE | 404 | 894ms
[MISSING] POST /api/admin/telegram-test-single | POST | 404 | 1092ms
[MISSING] POST /api/admin/telegram-tokens | POST | 404 | 925ms
[MISSING] DELETE /api/admin/telegram-config | DELETE | 404 | 999ms
[MISSING] POST /api/admin/test-telegram | POST | 404 | 984ms
[MISSING] POST /api/admin/upload | POST | 404 | 907ms
[MISSING] PUT /api/admin/telegram-tokens | PUT | 404 | 890ms
[MISSING] POST /api/admin/vendor-management | POST | 404 | 1050ms
[MISSING] POST /api/admin/upload-audio | POST | 404 | 1494ms
[MISSING] POST /api/admin/tickets | POST | 404 | 1886ms
[MISSING] PUT /api/admin/telegram-test-single | PUT | 404 | 1566ms
[MISSING] POST /api/admin/vendors/test | POST | 404 | 1019ms
[MISSING] PUT /api/admin/test-telegram | PUT | 404 | 864ms
[MISSING] PUT /api/admin/upload | PUT | 404 | 1028ms
[MISSING] DELETE /api/admin/telegram-tokens | DELETE | 404 | 960ms
[MISSING] PUT /api/admin/vendor-management | PUT | 404 | 987ms
[MISSING] DELETE /api/admin/telegram-test-single | DELETE | 404 | 945ms
[MISSING] PUT /api/admin/upload-audio | PUT | 404 | 1080ms
[MISSING] PUT /api/admin/tickets | PUT | 404 | 1017ms
[MISSING] POST /api/admin/vendors/bulk-status | POST | 404 | 867ms
[MISSING] POST /api/admin/vendors/export | POST | 404 | 875ms
[MISSING] PUT /api/admin/vendors/test | PUT | 404 | 1065ms
[MISSING] DELETE /api/admin/upload | DELETE | 404 | 850ms
[MISSING] DELETE /api/admin/test-telegram | DELETE | 404 | 1020ms
[MISSING] DELETE /api/admin/vendor-management | DELETE | 404 | 864ms
[MISSING] DELETE /api/admin/upload-audio | DELETE | 404 | 917ms
[MISSING] DELETE /api/admin/tickets | DELETE | 404 | 911ms
[MISSING] PUT /api/admin/vendors/export | PUT | 404 | 964ms
[MISSING] PUT /api/admin/vendors/bulk-status | PUT | 404 | 1045ms
[MISSING] DELETE /api/admin/vendors/test | DELETE | 404 | 909ms
[MISSING] POST /api/admin/video-sync | POST | 404 | 996ms
[MISSING] POST /api/admin/video-sync/test | POST | 404 | 899ms
[MISSING] DELETE /api/admin/vendors/export | DELETE | 404 | 968ms
[MISSING] DELETE /api/admin/vendors/bulk-status | DELETE | 404 | 962ms
[MISSING] POST /api/admin/video-sync/bulk-publish | POST | 404 | 1010ms
[MISSING] POST /api/admin/visitor-tracking | POST | 404 | 1031ms
[MISSING] PUT /api/admin/video-sync | PUT | 404 | 984ms
[MISSING] POST /api/admin/youtube-audio | POST | 404 | 938ms
[MISSING] PUT /api/admin/video-sync/test | PUT | 404 | 915ms
[MISSING] POST /api/affiliate/click | POST | 404 | 899ms
[MISSING] POST /api/affiliate/stats | POST | 404 | 944ms
[MISSING] POST /api/auction/bid | POST | 404 | 917ms
[MISSING] PUT /api/admin/video-sync/bulk-publish | PUT | 404 | 930ms
[MISSING] PUT /api/admin/visitor-tracking | PUT | 404 | 907ms
[MISSING] DELETE /api/admin/video-sync | DELETE | 404 | 920ms
[MISSING] PUT /api/admin/youtube-audio | PUT | 404 | 935ms
[MISSING] DELETE /api/admin/video-sync/test | DELETE | 404 | 902ms
[MISSING] PUT /api/affiliate/click | PUT | 404 | 860ms
[MISSING] POST /api/auth/2fa | POST | 404 | 848ms
[MISSING] PUT /api/affiliate/stats | PUT | 404 | 858ms
[MISSING] POST /api/auth/forgot-password | POST | 404 | 929ms
[MISSING] PUT /api/auction/bid | PUT | 404 | 914ms
[MISSING] DELETE /api/admin/visitor-tracking | DELETE | 404 | 877ms
[MISSING] DELETE /api/admin/video-sync/bulk-publish | DELETE | 404 | 1020ms
[MISSING] DELETE /api/admin/youtube-audio | DELETE | 404 | 929ms
[MISSING] DELETE /api/affiliate/click | DELETE | 404 | 903ms
[MISSING] PUT /api/auth/2fa | PUT | 404 | 1027ms
[MISSING] DELETE /api/affiliate/stats | DELETE | 404 | 933ms
[MISSING] PUT /api/auth/forgot-password | PUT | 404 | 856ms
[MISSING] DELETE /api/auction/bid | DELETE | 404 | 983ms
[MISSING] POST /api/auth/google | POST | 404 | 1008ms
[MISSING] POST /api/auth/login | POST | 404 | 900ms
[MISSING] DELETE /api/auth/2fa | DELETE | 404 | 874ms
[MISSING] DELETE /api/auth/forgot-password | DELETE | 404 | 955ms
[MISSING] POST /api/auth/register | POST | 404 | 929ms
[MISSING] POST /api/auth/reset-password | POST | 404 | 866ms
[MISSING] POST /api/auth/verify-2fa | POST | 404 | 954ms
[MISSING] PUT /api/auth/google | PUT | 404 | 897ms
[MISSING] PUT /api/auth/login | PUT | 404 | 972ms
[MISSING] POST /api/auth/verify-wave | POST | 404 | 913ms
[MISSING] POST /api/cart | POST | 404 | 944ms
[MISSING] PUT /api/auth/register | PUT | 404 | 860ms
[MISSING] POST /api/cart-rules/validate | POST | 404 | 918ms
[MISSING] PUT /api/auth/reset-password | PUT | 404 | 912ms
[MISSING] PUT /api/auth/verify-2fa | PUT | 404 | 940ms
[MISSING] DELETE /api/auth/google | DELETE | 404 | 872ms
[MISSING] DELETE /api/auth/login | DELETE | 404 | 971ms
[MISSING] PUT /api/auth/verify-wave | PUT | 404 | 916ms
[MISSING] POST /api/cart/add | POST | 404 | 858ms
[MISSING] POST /api/cart/customize | POST | 404 | 911ms
[MISSING] PUT /api/cart | PUT | 404 | 993ms
[MISSING] DELETE /api/auth/register | DELETE | 404 | 890ms
[MISSING] PUT /api/cart-rules/validate | PUT | 404 | 840ms
[MISSING] DELETE /api/auth/reset-password | DELETE | 404 | 903ms
[MISSING] DELETE /api/auth/verify-2fa | DELETE | 404 | 926ms
[MISSING] PUT /api/cart/add | PUT | 404 | 875ms
[MISSING] DELETE /api/auth/verify-wave | DELETE | 404 | 932ms
[MISSING] PUT /api/cart/customize | PUT | 404 | 932ms
[MISSING] DELETE /api/cart | DELETE | 404 | 923ms
[MISSING] DELETE /api/cart-rules/validate | DELETE | 404 | 887ms
[MISSING] POST /api/chat | POST | 404 | 898ms
[MISSING] POST /api/chat/contacts | POST | 404 | 869ms
[MISSING] DELETE /api/cart/add | DELETE | 404 | 950ms
[MISSING] DELETE /api/cart/customize | DELETE | 404 | 867ms
[MISSING] POST /api/chat/messages/test | POST | 404 | 906ms
[MISSING] POST /api/chat/send | POST | 404 | 914ms
[MISSING] POST /api/chat/users | POST | 404 | 869ms
[MISSING] PUT /api/chat | PUT | 404 | 872ms
[MISSING] PUT /api/chat/contacts | PUT | 404 | 904ms
[MISSING] POST /api/chatbot | POST | 404 | 858ms
[MISSING] POST /api/coupons/validate | POST | 404 | 851ms
[MISSING] PUT /api/chat/messages/test | PUT | 404 | 867ms
[MISSING] POST /api/cron/auto-cancel | POST | 404 | 887ms
[MISSING] PUT /api/chat/send | PUT | 404 | 893ms
[MISSING] DELETE /api/chat | DELETE | 404 | 936ms
[MISSING] PUT /api/chat/users | PUT | 404 | 1215ms
[MISSING] DELETE /api/chat/contacts | DELETE | 404 | 918ms
[MISSING] POST /api/cron/auto-engage | POST | 404 | 938ms
[MISSING] PUT /api/chatbot | PUT | 404 | 990ms
[MISSING] POST /api/cron/update-order-status | POST | 404 | 927ms
[MISSING] DELETE /api/chat/messages/test | DELETE | 404 | 866ms
[MISSING] PUT /api/coupons/validate | PUT | 404 | 967ms
[MISSING] PUT /api/cron/auto-cancel | PUT | 404 | 898ms
[MISSING] DELETE /api/chat/send | DELETE | 404 | 882ms
[MISSING] DELETE /api/chat/users | DELETE | 404 | 971ms
[MISSING] PUT /api/cron/auto-engage | PUT | 404 | 907ms
[MISSING] DELETE /api/chatbot | DELETE | 404 | 844ms
[MISSING] PUT /api/cron/update-order-status | PUT | 404 | 875ms
[MISSING] DELETE /api/coupons/validate | DELETE | 404 | 889ms
[MISSING] DELETE /api/cron/auto-cancel | DELETE | 404 | 957ms
[MISSING] POST /api/feed | POST | 404 | 945ms
[MISSING] POST /api/feed/combined | POST | 404 | 926ms
[MISSING] DELETE /api/cron/auto-engage | DELETE | 404 | 882ms
[MISSING] DELETE /api/cron/update-order-status | DELETE | 404 | 908ms
